"Terms","Docs","Freq","post.link","author.id","author.name","author.link","post.dt","categories","locations","comments.num","role","location","Prov","Regione","Latitudine.Prov","Longitudine.Prov"
"d&d","48588",1,"https://www.gdrplayers.it/player-cerca-nuove-avventure","sirio","Sirio","https://www.gdrplayers.it/author/sirio/",2015-08-23 14:38:58,"Ricerca giocatori","Bari",0,NA,"Bari","BA","Puglia","41,1291700000","16,8697200000"
"pathfinder","48588",1,"https://www.gdrplayers.it/player-cerca-nuove-avventure","sirio","Sirio","https://www.gdrplayers.it/author/sirio/",2015-08-23 14:38:58,"Ricerca giocatori","Bari",0,NA,"Bari","BA","Puglia","41,1291700000","16,8697200000"
"vampire the masquerade","48588",1,"https://www.gdrplayers.it/player-cerca-nuove-avventure","sirio","Sirio","https://www.gdrplayers.it/author/sirio/",2015-08-23 14:38:58,"Ricerca giocatori","Bari",0,NA,"Bari","BA","Puglia","41,1291700000","16,8697200000"
"pathfinder","40694",1,"https://www.gdrplayers.it/player-milano-nord","denny-ilbello","Denny.ilbello","https://www.gdrplayers.it/author/denny-ilbello/",2014-10-07 09:44:15,"Ricerca giocatori","Milano, Monza e Brianza",3,"Game Master","Milano","MI","Lombardia","45,4658300000","9,1900000000"
"call of cthulhu","67731",1,"https://www.gdrplayers.it/player-navigato-master-neofito-cerca-gruppo-palermo-line","speedybear","SpeedyBear","https://www.gdrplayers.it/author/speedybear/",2017-07-16 16:00:53,"Ricerca giocatori","Palermo",3,"Game Master","Palermo","PA","Sicilia","38,1166700000","13,3619400000"
"d&d","67731",1,"https://www.gdrplayers.it/player-navigato-master-neofito-cerca-gruppo-palermo-line","speedybear","SpeedyBear","https://www.gdrplayers.it/author/speedybear/",2017-07-16 16:00:53,"Ricerca giocatori","Palermo",3,"Game Master","Palermo","PA","Sicilia","38,1166700000","13,3619400000"
"pathfinder","67731",1,"https://www.gdrplayers.it/player-navigato-master-neofito-cerca-gruppo-palermo-line","speedybear","SpeedyBear","https://www.gdrplayers.it/author/speedybear/",2017-07-16 16:00:53,"Ricerca giocatori","Palermo",3,"Game Master","Palermo","PA","Sicilia","38,1166700000","13,3619400000"
"sine requie","67731",1,"https://www.gdrplayers.it/player-navigato-master-neofito-cerca-gruppo-palermo-line","speedybear","SpeedyBear","https://www.gdrplayers.it/author/speedybear/",2017-07-16 16:00:53,"Ricerca giocatori","Palermo",3,"Game Master","Palermo","PA","Sicilia","38,1166700000","13,3619400000"
"d&d","69349",1,"https://www.gdrplayers.it/player-roma-cerca-gruppo-pathfinderdd","josephood","Josephood","https://www.gdrplayers.it/author/josephood/",2017-09-09 12:00:57,"Ricerca giocatori","Roma",2,"Player","Roma","RM","Lazio","41,9075000000","12,4900000000"
"pathfinder","69349",1,"https://www.gdrplayers.it/player-roma-cerca-gruppo-pathfinderdd","josephood","Josephood","https://www.gdrplayers.it/author/josephood/",2017-09-09 12:00:57,"Ricerca giocatori","Roma",2,"Player","Roma","RM","Lazio","41,9075000000","12,4900000000"
"cyberpunk","55810",1,"https://www.gdrplayers.it/player-vecchia-scuola-cerca-party-master-giocare-online-skyperoll20","gothcat","gothcat","https://www.gdrplayers.it/author/gothcat/",2016-08-06 17:18:29,"Ricerca giocatori",NA,0,"Player",NA,NA,NA,NA,NA
"one ring","55810",1,"https://www.gdrplayers.it/player-vecchia-scuola-cerca-party-master-giocare-online-skyperoll20","gothcat","gothcat","https://www.gdrplayers.it/author/gothcat/",2016-08-06 17:18:29,"Ricerca giocatori",NA,0,"Player",NA,NA,NA,NA,NA
"star wars","55810",1,"https://www.gdrplayers.it/player-vecchia-scuola-cerca-party-master-giocare-online-skyperoll20","gothcat","gothcat","https://www.gdrplayers.it/author/gothcat/",2016-08-06 17:18:29,"Ricerca giocatori",NA,0,"Player",NA,NA,NA,NA,NA
"vampire the masquerade","55810",1,"https://www.gdrplayers.it/player-vecchia-scuola-cerca-party-master-giocare-online-skyperoll20","gothcat","gothcat","https://www.gdrplayers.it/author/gothcat/",2016-08-06 17:18:29,"Ricerca giocatori",NA,0,"Player",NA,NA,NA,NA,NA
"d&d","10144",1,"https://www.gdrplayers.it/playtester-cercasi","miket","MikeT","https://www.gdrplayers.it/author/miket/",2011-11-09 14:59:40,"Giochi di ruolo, Ricerca giocatori","Ancona",2,NA,"Ancona","AN","Marche","43,6208300000","13,5141700000"
"vampire the masquerade","10144",1,"https://www.gdrplayers.it/playtester-cercasi","miket","MikeT","https://www.gdrplayers.it/author/miket/",2011-11-09 14:59:40,"Giochi di ruolo, Ricerca giocatori","Ancona",2,NA,"Ancona","AN","Marche","43,6208300000","13,5141700000"
"13th age","13491",1,"https://www.gdrplayers.it/playtesting-13th-age","vodacce","vodacce","https://www.gdrplayers.it/author/vodacce/",2012-04-08 15:25:57,"Ricerca giocatori","Livorno",0,"Game Master","Livorno","LI","Toscana","43,5580600000","10,3141700000"
"d&d","13491",1,"https://www.gdrplayers.it/playtesting-13th-age","vodacce","vodacce","https://www.gdrplayers.it/author/vodacce/",2012-04-08 15:25:57,"Ricerca giocatori","Livorno",0,"Game Master","Livorno","LI","Toscana","43,5580600000","10,3141700000"
"heroes","13491",1,"https://www.gdrplayers.it/playtesting-13th-age","vodacce","vodacce","https://www.gdrplayers.it/author/vodacce/",2012-04-08 15:25:57,"Ricerca giocatori","Livorno",0,"Game Master","Livorno","LI","Toscana","43,5580600000","10,3141700000"
"d&d","28376",1,"https://www.gdrplayers.it/poggio-rusco-mantova-cercasi-giocatori-dd","jendam","Jendam","https://www.gdrplayers.it/author/jendam/",2013-09-11 18:32:35,"Ricerca giocatori","Mantova",3,"Game Master","Mantova","MN","Lombardia","45,1575000000","10,7922200000"
"anime e sangue","51422",1,"https://www.gdrplayers.it/pomeriggio-ludico-allirish-pub-la-terra-mezzo","oltretempo","Oltretempo","https://www.gdrplayers.it/author/oltretempo/",2016-01-15 11:28:46,"Eventi, Ricerca giocatori","Modena",0,"Game Master","Modena","MO","Emilia-Romagna","44,6480600000","10,9247200000"
"rifts","51422",1,"https://www.gdrplayers.it/pomeriggio-ludico-allirish-pub-la-terra-mezzo","oltretempo","Oltretempo","https://www.gdrplayers.it/author/oltretempo/",2016-01-15 11:28:46,"Eventi, Ricerca giocatori","Modena",0,"Game Master","Modena","MO","Emilia-Romagna","44,6480600000","10,9247200000"
"sine requie","51422",1,"https://www.gdrplayers.it/pomeriggio-ludico-allirish-pub-la-terra-mezzo","oltretempo","Oltretempo","https://www.gdrplayers.it/author/oltretempo/",2016-01-15 11:28:46,"Eventi, Ricerca giocatori","Modena",0,"Game Master","Modena","MO","Emilia-Romagna","44,6480600000","10,9247200000"
"call of cthulhu","46484",1,"https://www.gdrplayers.it/pomezia-e-dintorni-cercasi-giocatore-per-ddwh-altri","evenneilgiorno","eVenneilGiorno","https://www.gdrplayers.it/author/evenneilgiorno/",2015-05-04 18:55:29,"Ricerca giocatori","Roma",6,"Game Master","Roma","RM","Lazio","41,9075000000","12,4900000000"
"d&d","46484",1,"https://www.gdrplayers.it/pomezia-e-dintorni-cercasi-giocatore-per-ddwh-altri","evenneilgiorno","eVenneilGiorno","https://www.gdrplayers.it/author/evenneilgiorno/",2015-05-04 18:55:29,"Ricerca giocatori","Roma",6,"Game Master","Roma","RM","Lazio","41,9075000000","12,4900000000"
"warhammer","46484",1,"https://www.gdrplayers.it/pomezia-e-dintorni-cercasi-giocatore-per-ddwh-altri","evenneilgiorno","eVenneilGiorno","https://www.gdrplayers.it/author/evenneilgiorno/",2015-05-04 18:55:29,"Ricerca giocatori","Roma",6,"Game Master","Roma","RM","Lazio","41,9075000000","12,4900000000"
"d&d","43540",1,"https://www.gdrplayers.it/pontedera-pisa-cercasi-2-giocatorimaster-per-dd-5e-la-domenica-pomeriggio","aranor","Rico Petri","https://www.gdrplayers.it/author/aranor/",2015-01-11 09:38:42,"Ricerca giocatori","Pisa",4,"Game Master","Pisa","PI","Toscana","43,7141700000","10,4002800000"
"d&d","64997",1,"https://www.gdrplayers.it/pontedera-pisa-cercasi-gruppo-ddpathfinder-eventualmente-anche-altri-gdr","larloch","Larloch","https://www.gdrplayers.it/author/larloch/",2017-04-26 08:00:03,"Ricerca giocatori","Pisa",3,"Player","Pisa","PI","Toscana","43,7141700000","10,4002800000"
"pathfinder","64997",1,"https://www.gdrplayers.it/pontedera-pisa-cercasi-gruppo-ddpathfinder-eventualmente-anche-altri-gdr","larloch","Larloch","https://www.gdrplayers.it/author/larloch/",2017-04-26 08:00:03,"Ricerca giocatori","Pisa",3,"Player","Pisa","PI","Toscana","43,7141700000","10,4002800000"
"d&d","64980",1,"https://www.gdrplayers.it/pontedera-pisa-cercasi-gruppo-ddpathfinder","larloch","Larloch","https://www.gdrplayers.it/author/larloch/",2017-04-26 14:00:07,"Ricerca giocatori","Pisa",1,"Player","Pisa","PI","Toscana","43,7141700000","10,4002800000"
"pathfinder","64980",1,"https://www.gdrplayers.it/pontedera-pisa-cercasi-gruppo-ddpathfinder","larloch","Larloch","https://www.gdrplayers.it/author/larloch/",2017-04-26 14:00:07,"Ricerca giocatori","Pisa",1,"Player","Pisa","PI","Toscana","43,7141700000","10,4002800000"
"d&d","2569",1,"https://www.gdrplayers.it/pontedera-pisa-giocatori-dnd-4e","aladinodm0512","Aladinodm0512","https://www.gdrplayers.it/author/aladinodm0512/",2010-09-26 11:08:01,"Ricerca giocatori","Pisa",2,"Game Master","Pisa","PI","Toscana","43,7141700000","10,4002800000"
"d&d","45022",1,"https://www.gdrplayers.it/pontedera-san-miniato-empoli-dd-4-0","ryosaeba89","RyoSaeba89","https://www.gdrplayers.it/author/ryosaeba89/",2015-03-02 09:01:23,"Ricerca giocatori","Firenze, Pisa",4,NA,"Firenze","FI","Toscana","43,7744400000","11,2580600000"
"pathfinder","44664",1,"https://www.gdrplayers.it/pordenone-campagna-pathfinder-cercasi-45-giocatore","aealanishars","Aealanishars","https://www.gdrplayers.it/author/aealanishars/",2015-02-16 12:15:47,"Ricerca giocatori","Pordenone",2,"Game Master","Pordenone","PN","Friuli-Venezia Giulia","45,9597200000","12,6597200000"
"zero","44664",1,"https://www.gdrplayers.it/pordenone-campagna-pathfinder-cercasi-45-giocatore","aealanishars","Aealanishars","https://www.gdrplayers.it/author/aealanishars/",2015-02-16 12:15:47,"Ricerca giocatori","Pordenone",2,"Game Master","Pordenone","PN","Friuli-Venezia Giulia","45,9597200000","12,6597200000"
"d&d","47838",1,"https://www.gdrplayers.it/pordenone-portogruaro","echo","Echo","https://www.gdrplayers.it/author/echo/",2015-07-14 09:08:00,"Ricerca giocatori","Pordenone, Venezia",4,"Player","Pordenone","PN","Friuli-Venezia Giulia","45,9597200000","12,6597200000"
"d&d","7819",1,"https://www.gdrplayers.it/portogruaresi-co-dd-3-5","vampir","Vampir","https://www.gdrplayers.it/author/vampir/",2011-07-20 18:12:18,"Ricerca giocatori","Venezia",42,"Game Master","Venezia","VE","Veneto","45,4380600000","12,3275000000"
"d&d","41504",1,"https://www.gdrplayers.it/portogruaro-avventuriero-cerca-party","juzer","Juzer","https://www.gdrplayers.it/author/juzer/",2014-11-02 09:03:30,"Ricerca giocatori","Pordenone, Udine",5,"Game Master","Pordenone","PN","Friuli-Venezia Giulia","45,9597200000","12,6597200000"
"deadlands","59543",1,"https://www.gdrplayers.it/posse-cerca-player-campagnona-deadlands-online-accorrete-numerosi-1","gothcat","gothcat","https://www.gdrplayers.it/author/gothcat/",2016-11-17 10:00:38,"Ricerca giocatori",NA,2,"Game Master",NA,NA,NA,NA,NA
"ad&d","36765",1,"https://www.gdrplayers.it/posto-semi-vacante-per-giocatore-per-ravenloft-add-seregno","garfyp","Matteo","https://www.gdrplayers.it/author/garfyp/",2014-05-08 15:01:56,"Ricerca giocatori","Monza e Brianza",2,"Game Master","Monza e Brianza","MB","Lombardia","45,6360300000","9,2783700000"
"ravenloft","36765",1,"https://www.gdrplayers.it/posto-semi-vacante-per-giocatore-per-ravenloft-add-seregno","garfyp","Matteo","https://www.gdrplayers.it/author/garfyp/",2014-05-08 15:01:56,"Ricerca giocatori","Monza e Brianza",2,"Game Master","Monza e Brianza","MB","Lombardia","45,6360300000","9,2783700000"
"sine requie","8611",1,"https://www.gdrplayers.it/prato-cercasi-giocatori-e-master-per-sine-requie","namydia","Namydia","https://www.gdrplayers.it/author/namydia/",2011-09-07 17:00:45,"Ricerca giocatori","Prato",1,"Game Master","Prato","PO","Toscana","43,8819400000","11,0966700000"
"ad&d","33227",1,"https://www.gdrplayers.it/prato-cercasi-giocatori-x-campagna-pathfinder","gknight80","gknight80","https://www.gdrplayers.it/author/gknight80/",2014-01-13 16:09:52,"Ricerca giocatori","Prato",11,"Game Master","Prato","PO","Toscana","43,8819400000","11,0966700000"
"call of cthulhu","33227",1,"https://www.gdrplayers.it/prato-cercasi-giocatori-x-campagna-pathfinder","gknight80","gknight80","https://www.gdrplayers.it/author/gknight80/",2014-01-13 16:09:52,"Ricerca giocatori","Prato",11,"Game Master","Prato","PO","Toscana","43,8819400000","11,0966700000"
"cyberpunk","33227",1,"https://www.gdrplayers.it/prato-cercasi-giocatori-x-campagna-pathfinder","gknight80","gknight80","https://www.gdrplayers.it/author/gknight80/",2014-01-13 16:09:52,"Ricerca giocatori","Prato",11,"Game Master","Prato","PO","Toscana","43,8819400000","11,0966700000"
"pathfinder","33227",1,"https://www.gdrplayers.it/prato-cercasi-giocatori-x-campagna-pathfinder","gknight80","gknight80","https://www.gdrplayers.it/author/gknight80/",2014-01-13 16:09:52,"Ricerca giocatori","Prato",11,"Game Master","Prato","PO","Toscana","43,8819400000","11,0966700000"
"warhammer","14417",1,"https://www.gdrplayers.it/prato-cerco-giocatori-per-martelli-da-guerra","redqueen","RedQueen","https://www.gdrplayers.it/author/redqueen/",2012-05-30 09:46:09,"Ricerca giocatori","Prato",4,"Game Master","Prato","PO","Toscana","43,8819400000","11,0966700000"
"call of cthulhu","31723",1,"https://www.gdrplayers.it/prato-e-dintorni-cercasi-1-massimo-2-giocatori-per-dd-cthulhu","dalamar78","dalamar78","https://www.gdrplayers.it/author/dalamar78/",2013-12-05 08:51:02,"Ricerca giocatori","Prato",0,"Game Master","Prato","PO","Toscana","43,8819400000","11,0966700000"
"d&d","31723",1,"https://www.gdrplayers.it/prato-e-dintorni-cercasi-1-massimo-2-giocatori-per-dd-cthulhu","dalamar78","dalamar78","https://www.gdrplayers.it/author/dalamar78/",2013-12-05 08:51:02,"Ricerca giocatori","Prato",0,"Game Master","Prato","PO","Toscana","43,8819400000","11,0966700000"
"gurps","31723",1,"https://www.gdrplayers.it/prato-e-dintorni-cercasi-1-massimo-2-giocatori-per-dd-cthulhu","dalamar78","dalamar78","https://www.gdrplayers.it/author/dalamar78/",2013-12-05 08:51:02,"Ricerca giocatori","Prato",0,"Game Master","Prato","PO","Toscana","43,8819400000","11,0966700000"
"pathfinder","31723",1,"https://www.gdrplayers.it/prato-e-dintorni-cercasi-1-massimo-2-giocatori-per-dd-cthulhu","dalamar78","dalamar78","https://www.gdrplayers.it/author/dalamar78/",2013-12-05 08:51:02,"Ricerca giocatori","Prato",0,"Game Master","Prato","PO","Toscana","43,8819400000","11,0966700000"
"d&d","20274",1,"https://www.gdrplayers.it/prato-e-dintorni-cerco-gruppo-per-gioco-di-ruolo","rust","Judy Rust","https://www.gdrplayers.it/author/rust/",2013-01-17 15:01:26,"Ricerca giocatori","Firenze, Prato",3,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"numenera","46109",1,"https://www.gdrplayers.it/prato-pistoia-firenze-gruppo-di-numenera-cerca-un-giocatore","ackseth","ackseth","https://www.gdrplayers.it/author/ackseth/",2015-04-17 19:46:49,"Ricerca giocatori","Firenze, Pistoia, Prato",1,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","64166",1,"https://www.gdrplayers.it/prato-ricerca-12-giocatori-giocatrici","vigno","vigno","https://www.gdrplayers.it/author/vigno/",2017-03-30 10:00:34,"Ricerca giocatori","Prato",4,"Game Master","Prato","PO","Toscana","43,8819400000","11,0966700000"
"d&d","10831",1,"https://www.gdrplayers.it/pratofirenze-cercasi-gruppo-dnd","daakrin","Daakrin","https://www.gdrplayers.it/author/daakrin/",2011-12-05 14:53:34,"Ricerca giocatori","Firenze, Prato",7,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","56667",1,"https://www.gdrplayers.it/pratopistoiamontecatini","deicidio","Davide","https://www.gdrplayers.it/author/deicidio/",2016-09-08 11:00:17,"Ricerca giocatori","Pistoia, Prato",5,"Player","Pistoia","PT","Toscana","43,9338900000","10,9147200000"
"pathfinder","56667",1,"https://www.gdrplayers.it/pratopistoiamontecatini","deicidio","Davide","https://www.gdrplayers.it/author/deicidio/",2016-09-08 11:00:17,"Ricerca giocatori","Pistoia, Prato",5,"Player","Pistoia","PT","Toscana","43,9338900000","10,9147200000"
"d&d","63121",1,"https://www.gdrplayers.it/preparate-i-dadi","jordan","Jordan","https://www.gdrplayers.it/author/jordan/",2017-02-26 09:30:37,"Ricerca giocatori","Firenze",0,NA,"Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","54327",1,"https://www.gdrplayers.it/prima-esperienza-a-dd","greenangel26","GreenAngel26","https://www.gdrplayers.it/author/greenangel26/",2016-05-31 08:26:42,"Ricerca giocatori","Roma",3,NA,"Roma","RM","Lazio","41,9075000000","12,4900000000"
"d&d","23529",1,"https://www.gdrplayers.it/prima-esperienza-dd","kyosuke-kiryu","Kyosuke Kiryu","https://www.gdrplayers.it/author/kyosuke-kiryu/",2013-04-22 12:46:30,"Ricerca giocatori","Torino",2,NA,"Torino","TO","Piemonte","45,0661100000","7,6822200000"
"d&d","59089",1,"https://www.gdrplayers.it/professional-dm-completamento-gruppo-gioco","professional-dm","Professional DM","https://www.gdrplayers.it/author/professional-dm/",2016-11-11 08:00:48,"Compro e vendo, Ricerca giocatori","Bergamo, Milano, Monza e Brianza",1,"Game Master","Bergamo","BG","Lombardia","45,7002800000","9,6688900000"
"pathfinder","59089",1,"https://www.gdrplayers.it/professional-dm-completamento-gruppo-gioco","professional-dm","Professional DM","https://www.gdrplayers.it/author/professional-dm/",2016-11-11 08:00:48,"Compro e vendo, Ricerca giocatori","Bergamo, Milano, Monza e Brianza",1,"Game Master","Bergamo","BG","Lombardia","45,7002800000","9,6688900000"
"world of darkness","31598",1,"https://www.gdrplayers.it/progetto-sperimentale-via-skype-con-regolamento-misto-fatenwod","fablesdersonne","Anumbeluviel","https://www.gdrplayers.it/author/fablesdersonne/",2013-12-03 17:41:55,"Ricerca giocatori",NA,0,NA,NA,NA,NA,NA,NA
"covenant","35282",1,"https://www.gdrplayers.it/project-h-o-p-e-prato","midnightcovenant","MidnightCovenant","https://www.gdrplayers.it/author/midnightcovenant/",2014-03-13 15:10:55,"Ricerca giocatori","Prato",0,"Player","Prato","PO","Toscana","43,8819400000","11,0966700000"
"midnight","35282",1,"https://www.gdrplayers.it/project-h-o-p-e-prato","midnightcovenant","MidnightCovenant","https://www.gdrplayers.it/author/midnightcovenant/",2014-03-13 15:10:55,"Ricerca giocatori","Prato",0,"Player","Prato","PO","Toscana","43,8819400000","11,0966700000"
"d&d","30653",1,"https://www.gdrplayers.it/prov-di-como-cerco-gruppo","alesssz","alesssz","https://www.gdrplayers.it/author/alesssz/",2013-11-14 19:22:39,"Ricerca giocatori","Como",1,"Game Master","Como","CO","Lombardia","45,8069400000","9,0880600000"
"dark heresy","46774",1,"https://www.gdrplayers.it/prov-firenzesavage-wordsmaster-cerca-giocatori","maurizio84","Maurizio84","https://www.gdrplayers.it/author/maurizio84/",2015-05-23 18:57:28,"Ricerca giocatori","Firenze",3,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"savage worlds","46774",1,"https://www.gdrplayers.it/prov-firenzesavage-wordsmaster-cerca-giocatori","maurizio84","Maurizio84","https://www.gdrplayers.it/author/maurizio84/",2015-05-23 18:57:28,"Ricerca giocatori","Firenze",3,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","48059",1,"https://www.gdrplayers.it/prov-la-spezia-cerco-giocatori","bethmael","Bethmael","https://www.gdrplayers.it/author/bethmael/",2015-07-27 13:44:29,"Ricerca giocatori","La Spezia",4,"Game Master","La Spezia","SP","Liguria","44,1111100000","9,8127800000"
"call of cthulhu","74789",1,"https://www.gdrplayers.it/prov-napoli-gdr-si-non-forza-dd-cerco-dungeon-world-numenera-call-of-cthulhu-ecc-ecc","xvashx","xvashx","https://www.gdrplayers.it/author/xvashx/",2018-01-04 18:00:52,"Ricerca giocatori","Napoli",0,NA,"Napoli",NA,"Campania","40,8538900000","14,2505600000"
"d&d","74789",1,"https://www.gdrplayers.it/prov-napoli-gdr-si-non-forza-dd-cerco-dungeon-world-numenera-call-of-cthulhu-ecc-ecc","xvashx","xvashx","https://www.gdrplayers.it/author/xvashx/",2018-01-04 18:00:52,"Ricerca giocatori","Napoli",0,NA,"Napoli",NA,"Campania","40,8538900000","14,2505600000"
"dungeon world","74789",1,"https://www.gdrplayers.it/prov-napoli-gdr-si-non-forza-dd-cerco-dungeon-world-numenera-call-of-cthulhu-ecc-ecc","xvashx","xvashx","https://www.gdrplayers.it/author/xvashx/",2018-01-04 18:00:52,"Ricerca giocatori","Napoli",0,NA,"Napoli",NA,"Campania","40,8538900000","14,2505600000"
"numenera","74789",1,"https://www.gdrplayers.it/prov-napoli-gdr-si-non-forza-dd-cerco-dungeon-world-numenera-call-of-cthulhu-ecc-ecc","xvashx","xvashx","https://www.gdrplayers.it/author/xvashx/",2018-01-04 18:00:52,"Ricerca giocatori","Napoli",0,NA,"Napoli",NA,"Campania","40,8538900000","14,2505600000"
"call of cthulhu","49118",1,"https://www.gdrplayers.it/prov-ra-cercasi-giocatori","nolavocals","Nolavocals","https://www.gdrplayers.it/author/nolavocals/",2015-09-19 17:33:00,"Ricerca giocatori","Ravenna",4,"Game Master","Ravenna","RA","Emilia-Romagna","44,4163900000","12,2058300000"
"d&d","49118",1,"https://www.gdrplayers.it/prov-ra-cercasi-giocatori","nolavocals","Nolavocals","https://www.gdrplayers.it/author/nolavocals/",2015-09-19 17:33:00,"Ricerca giocatori","Ravenna",4,"Game Master","Ravenna","RA","Emilia-Romagna","44,4163900000","12,2058300000"
"pathfinder","49118",1,"https://www.gdrplayers.it/prov-ra-cercasi-giocatori","nolavocals","Nolavocals","https://www.gdrplayers.it/author/nolavocals/",2015-09-19 17:33:00,"Ricerca giocatori","Ravenna",4,"Game Master","Ravenna","RA","Emilia-Romagna","44,4163900000","12,2058300000"
"warhammer","49118",1,"https://www.gdrplayers.it/prov-ra-cercasi-giocatori","nolavocals","Nolavocals","https://www.gdrplayers.it/author/nolavocals/",2015-09-19 17:33:00,"Ricerca giocatori","Ravenna",4,"Game Master","Ravenna","RA","Emilia-Romagna","44,4163900000","12,2058300000"
"pathfinder","39188",1,"https://www.gdrplayers.it/prov-ravenna-pathfinder-cercasi-giocatore","nolavocals","Nolavocals","https://www.gdrplayers.it/author/nolavocals/",2014-08-18 18:15:31,"Ricerca giocatori","Ravenna",6,"Game Master","Ravenna","RA","Emilia-Romagna","44,4163900000","12,2058300000"
"call of cthulhu","19699",1,"https://www.gdrplayers.it/prov-torino-sudcuneo-nord-cercasi-giocatori-d20-moderndd-3-5","lordagarthi","LordAgarthi","https://www.gdrplayers.it/author/lordagarthi/",2012-12-28 10:20:13,"Ricerca giocatori","Cuneo, Torino",8,"Game Master","Cuneo","CN","Piemonte","44,3936100000","7,5469400000"
"d&d","19699",1,"https://www.gdrplayers.it/prov-torino-sudcuneo-nord-cercasi-giocatori-d20-moderndd-3-5","lordagarthi","LordAgarthi","https://www.gdrplayers.it/author/lordagarthi/",2012-12-28 10:20:13,"Ricerca giocatori","Cuneo, Torino",8,"Game Master","Cuneo","CN","Piemonte","44,3936100000","7,5469400000"
"d&d","2155",1,"https://www.gdrplayers.it/province-livorno-e-pisa-master-dd-3-5-cerca-giocatori","ariele","Ariele","https://www.gdrplayers.it/author/ariele/",2010-09-04 14:37:46,"Ricerca giocatori","Livorno, Pisa",7,"Game Master","Livorno","LI","Toscana","43,5580600000","10,3141700000"
"anime e sangue","50177",1,"https://www.gdrplayers.it/provincia-firenzeprato-cerco-giocatori-cuori-dacciaio-anime-sangue","deus_ex_machina","Deus_ex_Machina","https://www.gdrplayers.it/author/deus_ex_machina/",2015-11-06 08:47:37,"Ricerca giocatori","Firenze, Prato",0,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","72548",1,"https://www.gdrplayers.it/provincia-modena-cercasi-giocatori-dnd-3-5","rauros","Rauros","https://www.gdrplayers.it/author/rauros/",2017-11-14 09:00:07,"Ricerca giocatori","Modena",6,"Game Master","Modena","MO","Emilia-Romagna","44,6480600000","10,9247200000"
"fate","57198",1,"https://www.gdrplayers.it/provincia-padova-sud","gabriele","Kairos","https://www.gdrplayers.it/author/gabriele/",2016-09-21 18:52:31,"Ricerca giocatori","Padova",0,"Game Master","Padova","PD","Veneto","45,4091700000","11,8730600000"
"d&d","60764",1,"https://www.gdrplayers.it/provincia-paviacerco-gruppo-dd-3-5-possibilmente-zona-voghera","dragmar","Dragmar","https://www.gdrplayers.it/author/dragmar/",2016-12-30 20:03:32,"Ricerca giocatori","Pavia",1,"Player","Pavia","PV","Lombardia","45,1869400000","9,1547200000"
"d&d","25178",1,"https://www.gdrplayers.it/provincia-ravenna-aggiunta-giocatori","nolavocals","Nolavocals","https://www.gdrplayers.it/author/nolavocals/",2013-05-31 14:59:09,"Ricerca giocatori","Ravenna",0,"Game Master","Ravenna","RA","Emilia-Romagna","44,4163900000","12,2058300000"
"pathfinder","25178",1,"https://www.gdrplayers.it/provincia-ravenna-aggiunta-giocatori","nolavocals","Nolavocals","https://www.gdrplayers.it/author/nolavocals/",2013-05-31 14:59:09,"Ricerca giocatori","Ravenna",0,"Game Master","Ravenna","RA","Emilia-Romagna","44,4163900000","12,2058300000"
"d&d","28816",1,"https://www.gdrplayers.it/provincia-ravenna-cercasi-1-2-giocatori-aggiungere-ad-1-2-gruppi","nolavocals","Nolavocals","https://www.gdrplayers.it/author/nolavocals/",2013-09-19 14:41:59,"Ricerca giocatori","Ravenna",1,"Game Master","Ravenna","RA","Emilia-Romagna","44,4163900000","12,2058300000"
"d&d","58556",1,"https://www.gdrplayers.it/provincia-ravenna-cercasi-11-giocatore","nolavocals","Nolavocals","https://www.gdrplayers.it/author/nolavocals/",2016-10-24 10:17:57,"Ricerca giocatori","Ravenna",0,"Game Master","Ravenna","RA","Emilia-Romagna","44,4163900000","12,2058300000"
"d&d","19197",1,"https://www.gdrplayers.it/provincia-ravenna-cercasi-giocatori","nolavocals","Nolavocals","https://www.gdrplayers.it/author/nolavocals/",2012-12-10 19:10:51,"Ricerca giocatori","Ravenna",0,"Game Master","Ravenna","RA","Emilia-Romagna","44,4163900000","12,2058300000"
"pathfinder","19197",1,"https://www.gdrplayers.it/provincia-ravenna-cercasi-giocatori","nolavocals","Nolavocals","https://www.gdrplayers.it/author/nolavocals/",2012-12-10 19:10:51,"Ricerca giocatori","Ravenna",0,"Game Master","Ravenna","RA","Emilia-Romagna","44,4163900000","12,2058300000"
"d&d","38314",1,"https://www.gdrplayers.it/provincia-savona-dd-35","il-bardo","il bardo","https://www.gdrplayers.it/author/il-bardo/",2014-07-16 17:15:09,"Ricerca giocatori","Savona",3,"Player","Savona","SV","Liguria","44,3080600000","8,4827800000"
