"";"Rank";"Country";"Documents";"Citable.documents";"Citations";"Self-citations";"Citations.per.document";"H.index";"year"
"1359";7;"Canada";765;748;16463;4146;21,52;154;"2007"
"1360";8;"Italy";714;693;13669;5752;19,14;133;"2007"
"1361";9;"Russian Federation";628;620;6174;2186;9,83;103;"2007"
"1362";10;"Australia";420;403;10529;3372;25,07;157;"2007"
"1363";11;"Netherlands";328;326;7051;1375;21,5;121;"2007"
"1364";12;"Switzerland";323;315;12051;2601;37,31;137;"2007"
"1365";13;"Norway";282;278;5849;1435;20,74;102;"2007"
"1366";14;"India";249;246;3999;2139;16,06;80;"2007"
"1367";15;"Spain";244;237;5366;1648;21,99;99;"2007"
"1368";16;"Sweden";177;175;4148;1014;23,44;94;"2007"
"1369";17;"Brazil";175;174;2900;1010;16,57;84;"2007"
"1370";18;"New Zealand";164;161;4373;1250;26,66;89;"2007"
"1371";19;"Czech Republic";137;135;1772;600;12,93;55;"2007"
"1372";20;"Taiwan";134;129;3011;1010;22,47;82;"2007"
"1373";21;"Austria";131;129;3206;676;24,47;81;"2007"
"1374";22;"Denmark";121;116;2789;413;23,05;92;"2007"
"1375";23;"Finland";117;115;3318;646;28,36;74;"2007"
"1376";24;"South Korea";115;115;2484;587;21,6;64;"2007"
"1377";25;"Belgium";106;103;2652;442;25,02;88;"2007"
"1378";26;"Mexico";103;102;2295;471;22,28;64;"2007"
"1379";27;"Greece";101;95;1723;590;17,06;74;"2007"
"1380";28;"Poland";91;89;1128;329;12,4;55;"2007"
"1381";29;"Hungary";84;83;1622;268;19,31;52;"2007"
"1382";30;"Turkey";81;78;1223;517;15,1;70;"2007"
"1383";31;"Israel";77;77;1523;335;19,78;77;"2007"
"1384";32;"Croatia";74;72;439;166;5,93;28;"2007"
"1385";33;"South Africa";66;65;1709;296;25,89;82;"2007"
"1386";34;"Portugal";62;62;1610;456;25,97;55;"2007"
"1387";35;"Chile";50;49;823;224;16,46;59;"2007"
"1388";36;"Iran";50;49;759;421;15,18;50;"2007"
"1389";37;"Egypt";41;41;275;28;6,71;32;"2007"
"1390";38;"Argentina";40;40;738;316;18,45;57;"2007"
"1391";39;"Iceland";37;36;1128;255;30,49;56;"2007"
"1392";40;"Hong Kong";37;36;1141;136;30,84;54;"2007"
"1393";41;"Indonesia";37;37;510;95;13,78;50;"2007"
"1394";42;"Nigeria";33;33;116;67;3,52;19;"2007"
"1395";43;"Slovakia";33;32;197;63;5,97;38;"2007"
"1396";44;"Ireland";33;31;590;127;17,88;54;"2007"
"1397";45;"Bulgaria";32;31;313;62;9,78;36;"2007"
"1398";46;"Ukraine";31;31;239;30;7,71;39;"2007"
"1399";47;"Saudi Arabia";29;29;112;27;3,86;31;"2007"
"1400";48;"Kuwait";28;28;33;0;1,18;8;"2007"
"1401";49;"Algeria";27;27;183;21;6,78;26;"2007"
"1402";50;"United Arab Emirates";24;24;82;12;3,42;18;"2007"
"1403";51;"Romania";23;23;221;91;9,61;32;"2007"
"1404";52;"Malaysia";22;22;373;27;16,95;26;"2007"
"1405";53;"Oman";20;20;72;15;3,6;22;"2007"
"1406";54;"Zimbabwe";18;18;280;48;15,56;25;"2007"
"1407";55;"Qatar";15;15;32;1;2,13;5;"2007"
"1408";56;"Tanzania";12;12;116;12;9,67;22;"2007"
"1409";57;"Puerto Rico";12;12;151;13;12,58;33;"2007"
"1410";58;"Botswana";12;12;164;16;13,67;22;"2007"
"1411";59;"Venezuela";12;12;174;46;14,5;23;"2007"
"1412";60;"Ethiopia";11;11;266;81;24,18;31;"2007"
"1413";61;"Mongolia";10;10;240;31;24;24;"2007"
"1414";62;"Peru";10;10;319;24;31,9;36;"2007"
"1415";63;"Jordan";9;9;147;23;16,33;22;"2007"
"1416";64;"Georgia";9;8;64;20;7,11;17;"2007"
"1417";65;"Morocco";9;9;173;17;19,22;33;"2007"
"1418";66;"Pakistan";9;9;183;32;20,33;23;"2007"
"1419";67;"Colombia";9;9;59;10;6,56;28;"2007"
"1420";68;"Costa Rica";8;7;190;25;23,75;31;"2007"
"1421";69;"Slovenia";8;8;178;36;22,25;25;"2007"
"1422";70;"Libya";8;8;0;0;0;7;"2007"
"1423";71;"Ghana";8;8;77;12;9,63;16;"2007"
"1424";72;"Thailand";7;7;278;34;39,71;26;"2007"
"1425";73;"Estonia";7;7;191;31;27,29;29;"2007"
"1426";74;"Luxembourg";7;7;169;22;24,14;25;"2007"
"1427";75;"Bosnia and Herzegovina";7;7;3;0;0,43;6;"2007"
"1428";76;"Philippines";7;7;86;24;12,29;24;"2007"
"1429";77;"Bermuda";7;7;448;62;64;21;"2007"
"1430";78;"Kazakhstan";6;6;73;0;12,17;14;"2007"
"1431";79;"New Caledonia";6;6;118;13;19,67;31;"2007"
"1432";80;"Yemen";5;5;118;7;23,6;16;"2007"
"1433";81;"Syrian Arab Republic";5;5;53;13;10,6;18;"2007"
"1434";82;"El Salvador";5;5;37;1;7,4;11;"2007"
"1435";83;"Viet Nam";5;5;100;9;20;23;"2007"
"1436";84;"Cuba";5;5;71;15;14,2;16;"2007"
"1437";85;"Kyrgyzstan";5;5;47;8;9,4;20;"2007"
"1438";86;"Sri Lanka";5;5;73;14;14,6;15;"2007"
"1439";87;"Cyprus";5;5;207;7;41,4;15;"2007"
"1440";88;"Ecuador";5;5;131;15;26,2;32;"2007"
"1441";89;"Bangladesh";4;4;85;3;21,25;11;"2007"
"1442";90;"Serbia";4;4;123;59;30,75;14;"2007"
"1443";91;"Madagascar";4;4;65;14;16,25;14;"2007"
"1444";92;"French Polynesia";4;4;48;5;12;18;"2007"
"1445";93;"Nepal";4;4;84;7;21;25;"2007"
"1446";94;"Malawi";4;4;95;30;23,75;14;"2007"
"1447";95;"Congo";4;4;57;12;14,25;16;"2007"
"1448";96;"Jamaica";3;3;204;13;68;12;"2007"
"1449";97;"Kenya";3;3;41;1;13,67;19;"2007"
"1450";98;"Tajikistan";3;3;4;0;1,33;13;"2007"
"1451";99;"Tunisia";3;3;44;11;14,67;14;"2007"
"1452";100;"Nicaragua";3;3;46;7;15,33;16;"2007"
"1453";101;"Singapore";3;3;40;12;13,33;26;"2007"
"1454";102;"Bahrain";3;3;2;1;0,67;3;"2007"
"1455";103;"Cambodia";3;3;0;0;0;2;"2007"
"1456";104;"Lithuania";3;3;123;8;41;15;"2007"
"1457";105;"Azerbaijan";3;3;98;9;32,67;17;"2007"
"1458";106;"Eritrea";3;3;3;0;1;9;"2007"
"1459";107;"Malta";2;2;30;9;15;13;"2007"
"1460";108;"Monaco";2;1;40;0;20;14;"2007"
"1461";109;"Maldives";2;2;206;7;103;5;"2007"
"1462";110;"Fiji";2;2;14;2;7;10;"2007"
"1463";111;"Lebanon";2;2;81;9;40,5;14;"2007"
"1464";112;"Uganda";2;2;51;13;25,5;12;"2007"
"1465";113;"Democratic Republic Congo";2;2;33;0;16,5;6;"2007"
"1466";114;"Macedonia";2;2;1;0;0,5;6;"2007"
"1467";115;"Swaziland";1;1;4;1;4;8;"2007"
"1468";116;"Samoa";1;1;0;0;0;2;"2007"
"1469";117;"Lesotho";1;1;9;0;9;3;"2007"
"1470";118;"Bolivia";1;1;22;1;22;19;"2007"
"1471";119;"Myanmar";1;1;80;9;80;6;"2007"
"1472";120;"Moldova";1;1;6;0;6;3;"2007"
"1473";121;"Namibia";1;1;22;0;22;18;"2007"
"1474";122;"Chad";1;1;65;0;65;4;"2007"
"1475";123;"Mauritania";1;1;15;1;15;2;"2007"
"1476";124;"Palestine ";1;1;17;1;17;9;"2007"
"1477";125;"Zambia ";1;1;16;1;16;13;"2007"
"1478";126;"Suriname";1;1;6;0;6;4;"2007"
"1479";127;"Latvia";1;1;22;0;22;2;"2007"
"1480";128;"Guadeloupe";1;1;5;0;5;13;"2007"
"1481";129;"Papua New Guinea";1;1;4;0;4;15;"2007"
"1482";130;"Solomon Islands";1;1;24;4;24;8;"2007"
"1483";131;"Benin";1;1;3;2;3;8;"2007"
"1484";132;"Panama";1;0;3;0;3;14;"2007"
"1485";133;"Greenland";1;1;88;15;88;11;"2007"
"1486";134;"Cameroon";1;1;7;3;7;16;"2007"
"1487";135;"Angola";1;1;0;0;0;8;"2007"
"1488";136;"Côte d’Ivoire";1;1;20;1;20;11;"2007"
"1489";137;"Iraq";1;1;0;0;0;7;"2007"
"1490";138;"Sudan";1;1;1;0;1;12;"2007"
"1491";139;"Central African Republic";1;1;0;0;0;1;"2007"
"1492";140;"Belarus";1;1;22;0;22;19;"2007"
"1493";141;"Montenegro";1;1;0;0;0;1;"2007"
"1494";142;"Djibouti";1;1;57;1;57;3;"2007"
"1495";143;"Bhutan";1;1;15;0;15;8;"2007"
"1496";144;"Laos";1;0;6;0;6;6;"2007"
"1497";145;"Trinidad and Tobago";1;1;34;0;34;20;"2007"
"1498";1;"United States";4867;4771;114908;64375;23,61;306;"2008"
"1499";2;"China";1476;1458;14801;10553;10,03;146;"2008"
"1500";3;"United Kingdom";1187;1156;30510;9115;25,7;183;"2008"
"1501";4;"France";1108;1089;27295;8897;24,63;188;"2008"
"1502";5;"Germany";1088;1071;25847;7801;23,76;176;"2008"
"1503";6;"Japan";964;948;15807;5354;16,4;144;"2008"
"1504";7;"Russian Federation";827;822;6511;2422;7,87;103;"2008"
"1505";8;"Canada";813;800;17441;4482;21,45;154;"2008"
"1506";9;"Italy";777;756;16094;7490;20,71;133;"2008"
"1507";10;"Australia";501;493;12077;3364;24,11;157;"2008"
"1508";11;"Spain";339;331;6654;2057;19,63;99;"2008"
"1509";12;"Switzerland";336;332;10866;2240;32,34;137;"2008"
"1510";13;"Netherlands";324;315;8233;1743;25,41;121;"2008"
"1511";14;"India";307;297;3819;2195;12,44;80;"2008"
"1512";15;"Norway";277;273;6271;1466;22,64;102;"2008"
"1513";16;"Sweden";200;198;3890;904;19,45;94;"2008"
"1514";17;"New Zealand";172;165;3413;997;19,84;89;"2008"
"1515";18;"Brazil";166;163;1892;629;11,4;84;"2008"
"1516";19;"Taiwan";150;149;3008;841;20,05;82;"2008"
"1517";20;"South Korea";149;147;2158;463;14,48;64;"2008"
"1518";21;"Czech Republic";148;145;1624;610;10,97;55;"2008"
"1519";22;"Mexico";139;135;2079;738;14,96;64;"2008"
"1520";23;"Austria";135;134;2238;430;16,58;81;"2008"
"1521";24;"Finland";116;114;2394;520;20,64;74;"2008"
"1522";25;"Belgium";111;110;2473;578;22,28;88;"2008"
"1523";26;"Poland";111;107;1021;307;9,2;55;"2008"
"1524";27;"Denmark";101;99;2111;370;20,9;92;"2008"
"1525";28;"Greece";98;93;1538;408;15,69;74;"2008"
"1526";29;"Israel";89;86;1723;316;19,36;77;"2008"
"1527";30;"Turkey";88;81;1039;436;11,81;70;"2008"
"1528";31;"South Africa";84;82;2112;418;25,14;82;"2008"
"1529";32;"Iran";73;72;815;427;11,16;50;"2008"
"1530";33;"Portugal";71;70;1544;427;21,75;55;"2008"
"1531";34;"Hungary";68;68;854;207;12,56;52;"2008"
"1532";35;"Argentina";66;63;1013;421;15,35;57;"2008"
"1533";36;"Chile";56;54;905;260;16,16;59;"2008"
"1534";37;"Ireland";49;49;1154;236;23,55;54;"2008"
"1535";38;"Egypt";47;46;425;184;9,04;32;"2008"
"1536";39;"Slovakia";45;45;335;127;7,44;38;"2008"
"1537";40;"Croatia";42;42;163;58;3,88;28;"2008"
"1538";41;"Hong Kong";42;41;1042;105;24,81;54;"2008"
"1539";42;"Bulgaria";37;37;528;83;14,27;36;"2008"
"1540";43;"Nigeria";34;34;144;36;4,24;19;"2008"
"1541";44;"Indonesia";33;33;648;142;19,64;50;"2008"
"1542";45;"Romania";31;31;223;75;7,19;32;"2008"
"1543";46;"Iceland";28;28;755;163;26,96;56;"2008"
"1544";47;"Saudi Arabia";26;26;131;17;5,04;31;"2008"
"1545";48;"Ukraine";25;25;198;35;7,92;39;"2008"
"1546";49;"Malaysia";24;24;259;102;10,79;26;"2008"
"1547";50;"Ecuador";23;23;392;138;17,04;32;"2008"
"1548";51;"Slovenia";21;21;107;28;5,1;25;"2008"
"1549";52;"Pakistan";15;15;174;40;11,6;23;"2008"
"1550";53;"Peru";14;14;218;31;15,57;36;"2008"
"1551";54;"Jordan";13;13;231;38;17,77;22;"2008"
"1552";55;"United Arab Emirates";13;13;230;18;17,69;18;"2008"
"1553";56;"Botswana";13;12;220;46;16,92;22;"2008"
"1554";57;"Zimbabwe";13;12;139;34;10,69;25;"2008"
"1555";58;"Serbia";12;12;131;30;10,92;14;"2008"
"1556";59;"Viet Nam";11;11;221;41;20,09;23;"2008"
"1557";60;"Costa Rica";11;11;278;39;25,27;31;"2008"
"1558";61;"Puerto Rico";11;11;388;9;35,27;33;"2008"
"1559";62;"Ethiopia";11;11;211;62;19,18;31;"2008"
"1560";63;"Estonia";11;11;170;82;15,45;29;"2008"
"1561";64;"Oman";11;11;138;6;12,55;22;"2008"
"1562";65;"Venezuela";11;11;133;40;12,09;23;"2008"
"1563";66;"Thailand";10;10;98;14;9,8;26;"2008"
"1564";67;"Algeria";10;10;132;33;13,2;26;"2008"
"1565";68;"Morocco";10;10;102;12;10,2;33;"2008"
"1566";69;"Singapore";9;9;119;18;13,22;26;"2008"
"1567";70;"Mongolia";9;9;234;37;26;24;"2008"
"1568";71;"New Caledonia";9;9;184;18;20,44;31;"2008"
"1569";72;"Philippines";9;9;67;6;7,44;24;"2008"
"1570";73;"Bangladesh";9;9;114;17;12,67;11;"2008"
"1571";74;"Kyrgyzstan";8;8;108;21;13,5;20;"2008"
"1572";75;"Macedonia";7;7;33;4;4,71;6;"2008"
"1573";76;"Nicaragua";7;7;153;16;21,86;16;"2008"
"1574";77;"Nepal";7;7;98;6;14;25;"2008"
"1575";78;"Niger";7;7;339;22;48,43;14;"2008"
"1576";79;"Colombia";6;6;108;9;18;28;"2008"
"1577";80;"Tanzania";6;6;180;17;30;22;"2008"
"1578";81;"Georgia";6;6;40;20;6,67;17;"2008"
"1579";82;"Ghana";6;6;70;3;11,67;16;"2008"
"1580";83;"Cuba";5;5;62;16;12,4;16;"2008"
"1581";84;"Kenya";5;5;38;6;7,6;19;"2008"
"1582";85;"Cameroon";5;5;101;64;20,2;16;"2008"
"1583";86;"Syrian Arab Republic";5;5;11;0;2,2;18;"2008"
"1584";87;"Sri Lanka";4;4;57;3;14,25;15;"2008"
"1585";88;"Trinidad and Tobago";4;4;86;3;21,5;20;"2008"
"1586";89;"Luxembourg";4;4;116;9;29;25;"2008"
"1587";90;"Zambia ";4;4;73;1;18,25;13;"2008"
"1588";91;"Bolivia";4;4;102;8;25,5;19;"2008"
"1589";92;"Kazakhstan";4;4;13;3;3,25;14;"2008"
"1590";93;"Albania";4;4;1;0;0,25;12;"2008"
"1591";94;"Mozambique";4;4;64;13;16;10;"2008"
"1592";95;"Uruguay";4;4;54;15;13,5;11;"2008"
"1593";96;"Kuwait";4;4;12;0;3;8;"2008"
"1594";97;"Congo";3;3;59;4;19,67;16;"2008"
"1595";98;"Montserrat";3;3;33;7;11;19;"2008"
"1596";99;"Libya";3;3;33;2;11;7;"2008"
"1597";100;"Namibia";3;3;6;2;2;18;"2008"
"1598";101;"Fiji";3;3;11;5;3,67;10;"2008"
"1599";102;"Lithuania";3;3;58;3;19,33;15;"2008"
"1600";103;"Monaco";3;3;44;3;14,67;14;"2008"
"1601";104;"Myanmar";3;3;8;4;2,67;6;"2008"
"1602";105;"Côte d’Ivoire";3;3;120;5;40;11;"2008"
"1603";106;"Swaziland";3;3;13;3;4,33;8;"2008"
"1604";107;"Malawi";3;3;71;16;23,67;14;"2008"
"1605";108;"Faroe Islands";3;3;137;6;45,67;7;"2008"
"1606";109;"Bosnia and Herzegovina";3;3;17;1;5,67;6;"2008"
"1607";110;"Senegal";3;3;104;9;34,67;15;"2008"
"1608";111;"Bermuda";2;2;105;1;52,5;21;"2008"
"1609";112;"Brunei Darussalam";2;2;11;2;5,5;12;"2008"
"1610";113;"Lebanon";2;2;18;3;9;14;"2008"
"1611";114;"Latvia";2;2;0;0;0;2;"2008"
"1612";115;"Benin";2;2;55;2;27,5;8;"2008"
"1613";116;"Belarus";2;2;119;7;59,5;19;"2008"
"1614";117;"El Salvador";2;2;0;0;0;11;"2008"
"1615";118;"Tunisia";2;2;38;4;19;14;"2008"
"1616";119;"Azerbaijan";2;2;23;8;11,5;17;"2008"
"1617";120;"Sierra Leone";2;2;12;4;6;3;"2008"
"1618";121;"Uzbekistan";2;2;60;2;30;9;"2008"
"1619";122;"Burkina Faso";2;2;53;0;26,5;6;"2008"
"1620";123;"Malta";2;2;129;1;64,5;13;"2008"
"1621";124;"Palestine ";2;2;16;6;8;9;"2008"
"1622";125;"Rwanda";2;1;11;0;5,5;4;"2008"
"1623";126;"Jamaica";2;2;10;7;5;12;"2008"
"1624";127;"Sudan";2;2;0;0;0;12;"2008"
"1625";128;"Papua New Guinea";1;1;19;0;19;15;"2008"
"1626";129;"Dominican Republic";1;1;70;0;70;7;"2008"
"1627";130;"French Polynesia";1;1;24;0;24;18;"2008"
"1628";131;"Cyprus";1;1;55;1;55;15;"2008"
"1629";132;"Haïti";1;1;73;8;73;7;"2008"
"1630";133;"Uganda";1;1;27;11;27;12;"2008"
"1631";134;"Suriname";1;1;11;0;11;4;"2008"
"1632";135;"Armenia";1;1;9;0;9;12;"2008"
"1633";136;"Madagascar";1;1;26;3;26;14;"2008"
"1634";137;"Cambodia";1;1;27;0;27;2;"2008"
"1635";138;"Yemen";1;1;30;3;30;16;"2008"
"1636";139;"Laos";1;1;18;0;18;6;"2008"
"1637";140;"Democratic Republic Congo";1;1;30;3;30;6;"2008"
"1638";141;"Greenland";1;1;18;0;18;11;"2008"
"1639";142;"Qatar";1;1;1;0;1;5;"2008"
"1640";143;"Mali";1;1;34;0;34;2;"2008"
"1641";144;"Honduras";1;1;0;0;0;7;"2008"
"1642";145;"Iraq";1;1;0;0;0;7;"2008"
"1643";146;"Vanuatu ";1;1;1;0;1;8;"2008"
"1644";147;"Barbados";1;1;0;0;0;4;"2008"
"1645";1;"United States";5278;5185;92016;51553;17,43;306;"2009"
"1646";2;"China";1654;1642;19606;14180;11,85;146;"2009"
"1647";3;"United Kingdom";1397;1365;24088;7442;17,24;183;"2009"
"1648";4;"Germany";1291;1265;23772;7223;18,41;176;"2009"
"1649";5;"France";1244;1222;23111;7728;18,58;188;"2009"
"1650";6;"Japan";986;949;14415;4894;14,62;144;"2009"
"1651";7;"Italy";866;837;14376;6715;16,6;133;"2009"
"1652";8;"Canada";794;781;12810;3184;16,13;154;"2009"
"1653";9;"Russian Federation";708;700;5791;2083;8,18;103;"2009"
"1654";10;"Australia";557;546;10811;3094;19,41;157;"2009"
"1655";11;"Netherlands";403;395;4955;1118;12,3;121;"2009"
"1656";12;"Switzerland";386;382;9487;2110;24,58;137;"2009"
"1657";13;"Norway";381;375;5244;1154;13,76;102;"2009"
"1658";14;"India";359;351;3650;1917;10,17;80;"2009"
"1659";15;"Spain";309;301;5201;1512;16,83;99;"2009"
"1660";16;"Brazil";250;244;2453;875;9,81;84;"2009"
"1661";17;"Taiwan";200;194;3449;1046;17,25;82;"2009"
"1662";18;"Sweden";185;183;3149;725;17,02;94;"2009"
"1663";19;"South Korea";183;181;2646;585;14,46;64;"2009"
"1664";20;"Austria";170;166;2237;458;13,16;81;"2009"
"1665";21;"Czech Republic";166;157;1517;431;9,14;55;"2009"
"1666";22;"New Zealand";156;153;2630;810;16,86;89;"2009"
"1667";23;"Mexico";152;147;1575;478;10,36;64;"2009"
"1668";24;"Iran";137;136;993;553;7,25;50;"2009"
"1669";25;"Denmark";135;129;2454;558;18,18;92;"2009"
"1670";26;"Poland";122;121;1196;371;9,8;55;"2009"
"1671";27;"Greece";116;113;1380;407;11,9;74;"2009"
"1672";28;"Finland";110;107;1689;417;15,35;74;"2009"
"1673";29;"Turkey";104;103;1427;589;13,72;70;"2009"
"1674";30;"Belgium";98;98;1606;325;16,39;88;"2009"
"1675";31;"South Africa";96;90;1568;372;16,33;82;"2009"
"1676";32;"Israel";93;92;1448;308;15,57;77;"2009"
"1677";33;"Portugal";92;89;1406;404;15,28;55;"2009"
"1678";34;"Hungary";85;83;428;148;5,04;52;"2009"
"1679";35;"Argentina";73;70;895;301;12,26;57;"2009"
"1680";36;"Ireland";67;67;777;118;11,6;54;"2009"
"1681";37;"Croatia";65;64;348;147;5,35;28;"2009"
"1682";38;"Saudi Arabia";60;60;427;37;7,12;31;"2009"
"1683";39;"Egypt";58;57;197;82;3,4;32;"2009"
"1684";40;"Chile";49;48;1075;339;21,94;59;"2009"
"1685";41;"Slovakia";48;47;558;167;11,63;38;"2009"
"1686";42;"Ukraine";46;46;249;28;5,41;39;"2009"
"1687";43;"Romania";37;37;279;65;7,54;32;"2009"
"1688";44;"Bulgaria";35;35;739;117;21,11;36;"2009"
"1689";45;"Indonesia";34;33;418;81;12,29;50;"2009"
"1690";46;"Malaysia";33;33;158;45;4,79;26;"2009"
"1691";47;"Hong Kong";32;32;600;88;18,75;54;"2009"
"1692";48;"Iceland";29;27;441;127;15,21;56;"2009"
"1693";49;"Nigeria";26;26;83;31;3,19;19;"2009"
"1694";50;"Colombia";24;24;291;97;12,13;28;"2009"
"1695";51;"Slovenia";20;20;134;31;6,7;25;"2009"
"1696";52;"Peru";19;19;379;35;19,95;36;"2009"
"1697";53;"United Arab Emirates";19;19;107;13;5,63;18;"2009"
"1698";54;"Kuwait";17;17;45;13;2,65;8;"2009"
"1699";55;"Pakistan";17;16;150;27;8,82;23;"2009"
"1700";56;"Algeria";17;17;150;53;8,82;26;"2009"
"1701";57;"Estonia";17;17;147;58;8,65;29;"2009"
"1702";58;"Puerto Rico";14;14;126;9;9;33;"2009"
"1703";59;"Oman";13;13;41;6;3,15;22;"2009"
"1704";60;"Thailand";13;13;115;22;8,85;26;"2009"
"1705";61;"Morocco";12;11;220;57;18,33;33;"2009"
"1706";62;"Costa Rica";12;12;242;35;20,17;31;"2009"
"1707";63;"New Caledonia";10;10;125;19;12,5;31;"2009"
"1708";64;"Tunisia";10;10;170;59;17;14;"2009"
"1709";65;"Philippines";10;10;65;28;6,5;24;"2009"
"1710";66;"Singapore";9;9;103;28;11,44;26;"2009"
"1711";67;"Venezuela";8;8;77;17;9,63;23;"2009"
"1712";68;"Bangladesh";8;8;4;1;0,5;11;"2009"
"1713";69;"Libya";8;8;35;3;4,38;7;"2009"
"1714";70;"Bosnia and Herzegovina";8;8;59;1;7,38;6;"2009"
"1715";71;"Ecuador";8;8;180;23;22,5;32;"2009"
"1716";72;"Ethiopia";8;8;138;48;17,25;31;"2009"
"1717";73;"Viet Nam";8;8;111;28;13,88;23;"2009"
"1718";74;"Kazakhstan";7;7;44;4;6,29;14;"2009"
"1719";75;"Azerbaijan";7;7;167;13;23,86;17;"2009"
"1720";76;"Georgia";7;7;25;16;3,57;17;"2009"
"1721";77;"Sri Lanka";7;7;80;14;11,43;15;"2009"
"1722";78;"French Polynesia";6;6;64;7;10,67;18;"2009"
"1723";79;"Nicaragua";5;5;109;8;21,8;16;"2009"
"1724";80;"Ghana";5;3;22;3;4,4;16;"2009"
"1725";81;"Cameroon";5;5;103;16;20,6;16;"2009"
"1726";82;"Botswana";5;5;43;14;8,6;22;"2009"
"1727";83;"Jordan";5;5;97;6;19,4;22;"2009"
"1728";84;"Zimbabwe";5;4;93;3;18,6;25;"2009"
"1729";85;"Nepal";5;5;58;12;11,6;25;"2009"
"1730";86;"Trinidad and Tobago";5;5;54;3;10,8;20;"2009"
"1731";87;"Cuba";4;3;70;4;17,5;16;"2009"
"1732";88;"Macedonia";4;4;13;4;3,25;6;"2009"
"1733";89;"Syrian Arab Republic";4;4;80;3;20;18;"2009"
"1734";90;"Qatar";4;4;0;0;0;5;"2009"
"1735";91;"Bolivia";4;4;40;0;10;19;"2009"
"1736";92;"Mongolia";4;4;58;13;14,5;24;"2009"
"1737";93;"Serbia";4;4;17;8;4,25;14;"2009"
"1738";94;"El Salvador";4;4;40;13;10;11;"2009"
"1739";95;"Malawi";4;4;78;5;19,5;14;"2009"
"1740";96;"Monaco";3;3;69;6;23;14;"2009"
"1741";97;"Congo";3;3;190;8;63,33;16;"2009"
"1742";98;"Uruguay";3;3;44;1;14,67;11;"2009"
"1743";99;"Tanzania";3;3;23;3;7,67;22;"2009"
"1744";100;"Iraq";3;2;18;4;6;7;"2009"
"1745";101;"Luxembourg";3;3;144;13;48;25;"2009"
"1746";102;"Honduras";3;3;40;8;13,33;7;"2009"
"1747";103;"Lebanon";3;3;21;3;7;14;"2009"
"1748";104;"Myanmar";3;3;7;0;2,33;6;"2009"
"1749";105;"Kyrgyzstan";3;3;56;7;18,67;20;"2009"
"1750";106;"Cape Verde";3;3;37;9;12,33;7;"2009"
"1751";107;"Papua New Guinea";3;3;30;3;10;15;"2009"
"1752";108;"Vanuatu ";3;3;22;3;7,33;8;"2009"
"1753";109;"Brunei Darussalam";3;3;26;0;8,67;12;"2009"
"1754";110;"Armenia";3;3;4;0;1,33;12;"2009"
"1755";111;"Cyprus";3;3;30;4;10;15;"2009"
"1756";112;"Albania";3;3;53;7;17,67;12;"2009"
"1757";113;"Bermuda";3;3;163;11;54,33;21;"2009"
"1758";114;"Montenegro";2;2;8;4;4;1;"2009"
"1759";115;"Fiji";2;2;6;0;3;10;"2009"
"1760";116;"Uganda";2;2;78;3;39;12;"2009"
"1761";117;"Democratic Republic Congo";2;2;21;0;10,5;6;"2009"
"1762";118;"Belarus";2;2;0;0;0;19;"2009"
"1763";119;"Mozambique";2;2;73;1;36,5;10;"2009"
"1764";120;"Faroe Islands";2;2;0;0;0;7;"2009"
"1765";121;"Guatemala";2;2;7;4;3,5;11;"2009"
"1766";122;"Solomon Islands";2;2;41;4;20,5;8;"2009"
"1767";123;"Swaziland";2;2;10;0;5;8;"2009"
"1768";124;"Malta";2;2;4;1;2;13;"2009"
"1769";125;"Palestine ";2;2;59;10;29,5;9;"2009"
"1770";126;"Greenland";2;2;41;7;20,5;11;"2009"
"1771";127;"Yemen";2;2;47;0;23,5;16;"2009"
"1772";128;"Kenya";2;2;6;5;3;19;"2009"
"1773";129;"Madagascar";2;2;25;7;12,5;14;"2009"
"1774";130;"Panama";1;1;1;0;1;14;"2009"
"1775";131;"Sao Tome and Principe";1;1;65;0;65;1;"2009"
"1776";132;"Gabon";1;1;8;1;8;1;"2009"
"1777";133;"Reunion";1;1;7;0;7;7;"2009"
"1778";134;"Suriname";1;1;0;0;0;4;"2009"
"1779";135;"Dominican Republic";1;1;0;0;0;7;"2009"
"1780";136;"Nauru";1;1;0;0;0;0;"2009"
"1781";137;"Liechtenstein";1;1;8;2;8;5;"2009"
"1782";138;"Rwanda";1;1;10;0;10;4;"2009"
"1783";139;"Angola";1;1;65;0;65;8;"2009"
"1784";140;"Guinea";1;1;65;0;65;1;"2009"
"1785";141;"Senegal";1;1;29;0;29;15;"2009"
"1786";142;"Lesotho";1;1;3;1;3;3;"2009"
"1787";143;"Laos";1;1;16;2;16;6;"2009"
"1788";144;"Sierra Leone";1;1;4;0;4;3;"2009"
"1789";145;"United States Minor Outlying Islands";1;1;1;0;1;1;"2009"
"1790";146;"Eritrea";1;1;47;0;47;9;"2009"
"1791";147;"Uzbekistan";1;1;5;1;5;9;"2009"
"1792";148;"Togo";1;1;3;1;3;1;"2009"
"1793";149;"Montserrat";1;1;37;3;37;19;"2009"
"1794";150;"Côte d’Ivoire";1;1;24;0;24;11;"2009"
"1795";151;"Bahrain";1;1;0;0;0;3;"2009"
"1796";152;"Benin";1;1;16;3;16;8;"2009"
"1797";153;"Guyana";1;1;0;0;0;4;"2009"
"1798";154;"Sudan";1;1;0;0;0;12;"2009"
"1799";155;"Virgin Islands (U.S.)";1;1;8;1;8;3;"2009"
